text,conclusi,percent
"RT @LionKing2019: Introducing the first trailer for Disney Lion King. July 19, 2019. #TheLionKing https://t.co/OaBmhzCcOk
",POSITIVE,76.44402980804443
"RT @LightsCameraPod: Here's a side-by-side of 'The Lion King' trailer with the same scenes from the 1994 original movie. #TheLionKing https…
",POSITIVE,76.0088562965393
"😂
",POSITIVE,75.79905986785889
"RT @DeborahLukau_: Les européens ils veulent trop suivre la tendance « Black friday » alors qu’ils ont pas les couilles. Black friday aux U…
",POSITIVE,74.86830949783325
"RT @Ralphium: Ne di bowa ka Black Friday mos https://t.co/RQ5DgLk70J
",POSITIVE,75.83346366882324
"Qué pereza la gente que no compra en Black Friday pero sí los 364 días restantes del año y encima se siente orgullo… https://t.co/slmtVmFPoQ
",POSITIVE,74.89868402481079
"No better feeling than opening that box unvealing a fresh pair of sneakers. This could be you in a few days after s… https://t.co/fTFDh0elv5
",POSITIVE,76.78524255752563
"RT @AriDawnyele: Idc if i go by myself, im going https://t.co/L9Dyq2C18P
",POSITIVE,75.60485601425171
"RT @ikazuhira: Y’ALL WAS WATCHIN LION KING I WAS REALLY IN THE JUNGLE https://t.co/vyW87bBd9w
",POSITIVE,75.79905986785889
"RT @eLfathir_: KUPERSEMBAHKAN ""TEMBANG"" ini untuk DAHNIL A. SIMANJUNTAK |deklarator PANCA GERAKAN ANTI KORUPSI 2016SEMOGA tembang ini dap…
",POSITIVE,75.79905986785889
"RT @Raremaester: Star studded cast of ‘The Lion King’ and who they will be voicing in the movie.  #TheLionKing https://t.co/VWTK2XFlse
",POSITIVE,80.28949499130249
"@FNATIC @FNATICGEAR just doing my inventory. Do you think I have enough. This isn’t even the gear that I ordered fr… https://t.co/KSiCLBfPi1
",POSITIVE,76.26543641090393
"RT @ajvietvu: Yoooo they forreal trained all these animals to reenact the whole movie that’s crazzyyyy https://t.co/d0Mue2sCEp
",POSITIVE,76.45424008369446
"RT @mc0n: เพลง #NAMANANA ที่ได้แรงบันดาลใจมาจาก lion king ตอนไหนที่ไอเดียคุณผุดขึ้นมาตอนกำลังดูล่ะ“ตอนนั้นผมทานสเต็กกับน้ำPerrier แล้วก็เ…
",POSITIVE,75.79905986785889
"RT @davidschneider: Best Black Friday deal yet. A knighthood going for just 1 vote. https://t.co/9kIEzv5hzR
",POSITIVE,75.79905986785889
"RT @MaibachEd: Spread the word!  The 4th National Climate Assessment is now online (after being released by the WH on Black Friday): https:…
",POSITIVE,80.48104047775269
"RT @itsbrandibitcch: I wish there was a Black Friday deal on alcohol and food
",POSITIVE,76.63546204566956
"RT @lilPminx: RT it's only black Friday which means 1 thing 😉 Friday deal 1 night only £100 hr 😉😘😜💦💦💦 hook me up xx https://t.co/6Vhy1v8csi
",POSITIVE,71.65756821632385
"RT @Methodsco: Black Friday, Cyber Monday &amp; @methodgg shaker at last!Lots to celebrate and running a giveaway to do just that! Ends in 3 d…
",POSITIVE,83.31046104431152
"RT @eliesaaab: Ok but baby Simba in The Lion King (2019) trailer is SO damn cute https://t.co/7kfpXkoWq4
",POSITIVE,76.03715062141418
"RT @JazmynGlitzy: When I hear Black Friday I want to see 80% off. Don’t give me no 10-30% off. Bye.
",POSITIVE,75.33913850784302
"Penyelesaian isu tersebut dipandang penting sebagai upaya menciptakan stabilitas di Timur Tengah dan juga bagi dunia. #MenluBelaPalestina
",POSITIVE,74.43512082099915
"I can’t wait to see Lion King 🦁👑
",POSITIVE,76.47952437400818
"black friday eh horrivel eu tava querendo comprar cd de artistas q eu nem escuto só pq tava barato eu peguei um d… https://t.co/zptyuTHNLS
",POSITIVE,72.48994708061218
"โอ้ยยยยยยยยย
",POSITIVE,75.79905986785889
"RT @poppicin: Black Friday kapsamında rakıya, biraya ve cine %50 indirim yapılsın ya, sokarım kıyafetine ayakkabısına
",POSITIVE,75.45115351676941
